leaflet,"
leaf&middot;let leaflets leafleting leafleted<BR><B>1.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>leaflet</B> is a little book or a piece of paper containing information about a particular subject.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Campaigners handed out leaflets on passive smoking.</FONT><BR> <B>2.</B> <FONT color='#800000'>[VERB: V n, V]</FONT><BR> If you <B>leaflet</B> a place, you distribute leaflets there, for example by handing them to people, or by putting them through letter boxes.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; We've leafleted the university today to try to drum up some support...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The only reason we leafleted on the Jewish New Year was because more people than usual go to the synagogue on that day.</FONT><BR>"
venue,"
★<BR>venue venues<BR> <FONT color='#800000'>[N-COUNT]</FONT><BR> The <B>venue</B> for an event or activity is the place where it will happen.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Birmingham's International Convention Centre is the venue for a three-day arts festival...</FONT><BR>"
sawing,"
saw saws sawing sawed sawn<BR><B>1.</B> <B>Saw</B> is the past tense of <B>see</B>.<BR> <B>2.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>saw</B> is a tool for cutting wood, which has a blade with sharp teeth along one edge. Some saws are pushed backwards and forwards by hand, and others are powered by electricity.<BR> <I>see also</I> <B>chain saw</B><BR> <B>3.</B> <FONT color='#800000'>[VERB: V prep/adv, V n]</FONT><BR> If you <B>saw</B> something, you cut it with a saw.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He escaped by sawing through the bars of his cell...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Your father is sawing wood.</FONT><BR>"
weighing,"
★<BR>weigh weighs weighing weighed<BR> <B>1.</B> <FONT color='#800000'>[VERB: no cont, V amount]</FONT><BR> If someone or something <B>weighs</B> a particular amount, this amount is how heavy they are.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; It weighs nearly 27 kilos <FONT color='#000080'>(about 65 pounds)</FONT>...</FONT><BR> <B>2.</B> <FONT color='#800000'>[VERB: V n]</FONT><BR> If you <B>weigh</B> something or someone, you measure how heavy they are.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The scales can be used to weigh other items such as parcels.</FONT><BR> <B>3.</B> <FONT color='#800000'>[VERB: V n, V wh]</FONT><BR> If you <B>weigh</B> the facts about a situation, you consider them very carefully before you make a decision, especially by comparing the various facts involved.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He is weighing the possibility of filing criminal charges against the doctor...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; She spoke very slowly, weighing what she would say.</FONT><BR> = <FONT color='#008080'><B>consider</B></FONT><BR> <FONT color='#800000'>[PHRASAL VERB: V P n <FONT color='#000080'>(not pron)</FONT>, V P wh, also V n P]</FONT><BR> <B>Weigh up</B> means the same as <B>weigh</B>. <FONT color='#000080'>(mainly BRIT)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The company will be able to weigh up the environmental pros and cons of each site...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; You have to weigh up whether a human life is more important than an animal's life.</FONT><BR>"
fund raising,"
fund-raising<BR><FONT color='#800000'>[N-UNCOUNT]</FONT><BR> <B>Fund-raising</B> is the activity of collecting money to support a charity or political campaign or organization.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Encourage her to get involved in fund-raising for charity.</FONT><BR>"
custodian,"
cus&middot;to&middot;dian custodians<BR><FONT color='#800000'>[N-COUNT]</FONT><BR> The <B>custodian</B> of an official building, a companies' assets, or something else valuable is the person who is officially in charge of it.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...the custodian of the holy shrines in Mecca and Medina.</FONT><BR>"
curb,"
curb curbs curbing curbed<BR><B>1.</B> <FONT color='#800000'>[VERB: V n, <I>be</I> V-ed]</FONT><BR> If you <B>curb</B> something, you control it and keep it within limits.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...advertisements aimed at curbing the spread of Aids...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Inflation needs to be curbed in Russia.</FONT><BR> = <FONT color='#008080'><B>check, restrain</B></FONT><BR> <FONT color='#800000'>[N-COUNT: oft N <I>on</I> n]</FONT><BR> <B>Curb</B> is also a noun.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He called for much stricter curbs on immigration.</FONT><BR> <B>2.</B> <FONT color='#800000'>[VERB: V n]</FONT><BR> If you <B>curb</B> an emotion or your behaviour, you keep it under control.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He curbed his temper...</FONT><BR> = <FONT color='#008080'><B>check, restrain</B></FONT><BR> <B>3.</B> <BR> <B></B><I>see</I><B> kerb</B><BR>"
orientation,"
ori&middot;en&middot;ta&middot;tion orientations<BR><B>1.</B> <FONT color='#800000'>[N-VAR: with supp]</FONT><BR> If you talk about the <B>orientation</B> of an organization or country, you are talking about the kinds of aims and interests it has.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...a marketing orientation...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; To a society which has lost its orientation he has much to offer...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The movement is liberal and social democratic in orientation.</FONT><BR> = <FONT color='#008080'><B>inclination</B></FONT><BR> <B>2.</B> <FONT color='#800000'>[N-VAR: supp N]</FONT><BR> Someone's <B>orientation</B> is their basic beliefs or preferences.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...legislation that would have made discrimination on the basis of sexual orientation illegal.</FONT><BR> = <FONT color='#008080'><B>inclination</B></FONT><BR> <B>3.</B> <FONT color='#800000'>[N-UNCOUNT: oft N n]</FONT><BR> <B>Orientation</B> is basic information or training that is given to people starting a new job, school, or course.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...a one-day orientation session.</FONT><BR> = <FONT color='#008080'><B>induction</B></FONT><BR> <B>4.</B> <FONT color='#800000'>[N-COUNT: usu with poss]</FONT><BR> The <B>orientation</B> of a structure or object is the direction it faces.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Farnese had the orientation of the church changed so that the front would face a square.</FONT><BR>"
nevertheless,"
★<BR>never&middot;the&middot;less<BR> <FONT color='#800000'>[ADV: ADV with cl]</FONT><BR> You use <B>nevertheless</B> when saying something that contrasts with what has just been said. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Most marriages fail after between five and nine years. Nevertheless, people continue to get married.</FONT><BR> = <FONT color='#008080'><B>nonetheless</B></FONT><BR>"
encroach,"
en&middot;croach encroaches encroaching encroached<BR><B>1.</B> <FONT color='#800000'>[VERB: V <I>on/upon</I> n, V-ing]</FONT> disapproval<BR> If one thing <B>encroaches</B> <B>on</B> another, the first thing spreads or becomes stronger, and slowly begins to restrict the power, range, or effectiveness of the second thing. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The new institutions do not encroach on political power...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The movie industry had chosen to ignore the encroaching competition of television.</FONT><BR> <B>2.</B> <FONT color='#800000'>[VERB: V <I>on</I> n, V-ing]</FONT><BR> If something <B>encroaches</B> <B>on</B> a place, it spreads and takes over more and more of that place. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The rhododendrons encroached ever more on the twisting drive...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I turned into the dirt road and followed it through encroaching trees and bushes.</FONT><BR>"
complication,"
com&middot;pli&middot;ca&middot;tion complications<BR><B>1.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>complication</B> is a problem or difficulty that makes a situation harder to deal with.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The age difference was a complication to the relationship...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; An added complication is the growing concern for the environment.</FONT><BR> <B>2.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>complication</B> is a medical problem that occurs as a result of another illness or disease.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Blindness is a common complication of diabetes...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He died of complications from a heart attack.</FONT><BR>"
aspiring,"
as&middot;pir&middot;ing<BR><FONT color='#800000'>[ADJ: ADJ n]</FONT><BR> If you use <B>aspiring</B> to describe someone who is starting a particular career, you mean that they are trying to become successful in it.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Many aspiring young artists are advised to learn by copying the masters.</FONT><BR> <I>see also</I> <B>aspire</B><BR>"
lucrative,"
lu&middot;cra&middot;tive<BR><FONT color='#800000'>[ADJ]</FONT><BR> A <B>lucrative</B> activity, job, or business deal is very profitable.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Thousands of ex-army officers have found lucrative jobs in private security firms.</FONT><BR>"
patio,"
pa&middot;tio patios<BR><FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>patio</B> is an area of flat blocks or concrete next to a house, where people can sit and relax or eat.<BR>"
stool,"
stool stools<BR><B>1.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>stool</B> is a seat with legs but no support for your arms or back.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; O'Brien sat on a bar stool and leaned his elbows on the counter.</FONT><BR> <B>2.</B> <FONT color='#800000'>[PHRASE: V inflects]</FONT><BR> If someone <B>has fallen between two stools</B>, they are unable to decide which of two courses of action to take and as a result they have not done either of them successfully.<BR> <B>3.</B> <FONT color='#800000'>[N-COUNT: usu pl]</FONT><BR> <B>Stools</B> are the pieces of solid waste matter that are passed out of a person's body through their bowels. <FONT color='#000080'>(mainly MEDICAL)</FONT><BR> = <FONT color='#008080'><B>faeces</B></FONT><BR>"
luncheon,"
lunch&middot;eon luncheons<BR><FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>luncheon</B> is a formal lunch, for example to celebrate an important event or to raise money for charity.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Earlier this month, a luncheon for former UN staff was held in Vienna.</FONT><BR>"
swimsuit,"
swim&middot;suit swimsuits<BR><FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>swimsuit</B> is a piece of clothing that is worn for swimming, especially by women and girls.<BR>"
faculty,"
fac&middot;ul&middot;ty faculties<BR><B>1.</B> <FONT color='#800000'>[N-COUNT: usu pl, oft poss N, N <I>of</I> n]</FONT><BR> Your <B>faculties</B> are your physical and mental abilities.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He was drunk and not in control of his faculties...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; It is also a myth that the faculty of hearing is greatly increased in blind people.</FONT><BR> <B>2.</B> <FONT color='#800000'>[N-VAR]</FONT><BR> A <B>faculty</B> is a group of related departments in some universities, or the people who work in them. <FONT color='#000080'>(BRIT)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...the Faculty of Social and Political Sciences.</FONT><BR> <B>3.</B> <FONT color='#800000'>[N-VAR: oft N n]</FONT><BR> A <B>faculty</B> is all the teaching staff of a university or college, or of one department. <FONT color='#000080'>(AM)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The faculty agreed on a change in the requirements...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; How can faculty improve their teaching so as to encourage creativity?</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...eminent Stanford faculty members.</FONT><BR>"
avenue,"
av&middot;enue avenues<BR><B>1.</B> <FONT color='#800000'>[N-IN-NAMES]</FONT><BR> <B>Avenue</B> is sometimes used in the names of streets. The written abbreviation <B>Ave.</B> is also used.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...the most expensive stores on Park Avenue.</FONT><BR> <B>2.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> An <B>avenue</B> is a wide, straight road, especially one with trees on either side.<BR> <B>3.</B> <FONT color='#800000'>[N-COUNT: with supp, oft N <I>of</I> n]</FONT><BR> An <B>avenue</B> is a way of getting something done.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Talbot was presented with 80 potential avenues of investigation...</FONT><BR> = <FONT color='#008080'><B>channel</B></FONT><BR>"
collision,"
col&middot;li&middot;sion collisions<BR><B>1.</B> <FONT color='#800000'>[N-VAR: oft N <I>with/between</I> n]</FONT><BR> A <B>collision</B> occurs when a moving object crashes into something.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; They were on their way to the Shropshire Union Canal when their van was involved in a collision with a car...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I saw a head-on collision between two aeroplanes.</FONT><BR> = <FONT color='#008080'><B>crash</B></FONT><BR> <B>2.</B> <FONT color='#800000'>[N-COUNT: oft N <I>of/between/with</I> n]</FONT><BR> A <B>collision</B> <B>of</B> cultures or ideas occurs when two very different cultures or people meet and conflict.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The play represents the collision of three generations.</FONT><BR> = <FONT color='#008080'><B>clash</B></FONT><BR>"
aspiring,"
as&middot;pir&middot;ing<BR><FONT color='#800000'>[ADJ: ADJ n]</FONT><BR> If you use <B>aspiring</B> to describe someone who is starting a particular career, you mean that they are trying to become successful in it.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Many aspiring young artists are advised to learn by copying the masters.</FONT><BR> <I>see also</I> <B>aspire</B><BR>"
bedding,"
bed&middot;ding<BR><FONT color='#800000'>[N-UNCOUNT]</FONT><BR> <B>Bedding</B> is sheets, blankets, and covers that are used on beds.<BR>"
receipt,"
re&middot;ceipt receipts<BR><B>1.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>receipt</B> is a piece of paper that you get from someone as proof that they have received money or goods from you. In British English a <B>receipt</B> is a piece of paper that you get in a shop when you buy something, but in American English the more usual term for this is <B>sales slip</B>.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I wrote her a receipt for the money.</FONT><BR> <B>2.</B> <FONT color='#800000'>[N-PLURAL: usu with supp]</FONT><BR> <B>Receipts</B> are the amount of money received during a particular period, for example by a shop or theatre.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He was tallying the day's receipts.</FONT><BR> = <FONT color='#008080'><B>takings</B></FONT><BR> <B>3.</B> <FONT color='#800000'>[N-UNCOUNT]</FONT><BR> The <B>receipt</B> of something is the act of receiving it. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Goods should be supplied within 28 days after the receipt of your order.</FONT><BR> <B>4.</B> <FONT color='#800000'>[PHRASE]</FONT><BR> If you are <B>in receipt of</B> something, you have received it or you receive it regularly. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; We are taking action, having been in receipt of a letter from him...</FONT><BR>"
refund,"
re&middot;fund refunds refunding refunded The noun is pronounced The verb is pronounced<BR><B>1.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> A <B>refund</B> is a sum of money which is returned to you, for example because you have paid too much or because you have returned goods to a shop.<BR> <B>2.</B> <FONT color='#800000'>[VERB: V n]</FONT><BR> If someone <B>refunds</B> your money, they return it to you, for example because you have paid too much or because you have returned goods to a shop.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; We guarantee to refund your money if you're not delighted with your purchase...</FONT><BR>"
complement,"
com&middot;ple&middot;ment complements complementing complemented The verb is pronounced The noun is pronounced<BR><B>1.</B> <FONT color='#800000'>[VERB: V n]</FONT><BR> If one thing <B>complements</B> another, it goes well with the other thing and makes its good qualities more noticeable.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Nutmeg, parsley and cider all complement the flavour of these beans well.</FONT><BR> = <FONT color='#008080'><B>set off</B></FONT><BR> <B>2.</B> <FONT color='#800000'>[VERB: V n, V n]</FONT><BR> If people or things <B>complement</B> each other, they are different or do something different, which makes them a good combination.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; There will be a written examination to complement the practical test...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; We complement one another perfectly.</FONT><BR> <B>3.</B> <FONT color='#800000'>[N-COUNT: usu sing, oft N <I>to</I> n]</FONT><BR> Something that is a <B>complement</B> <B>to</B> something else complements it.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The green wallpaper is the perfect complement to the old pine of the dresser...</FONT><BR> <B>4.</B> <FONT color='#800000'>[N-COUNT: usu sing, oft N <I>of</I> n]</FONT><BR> The <B>complement</B> <B>of</B> things or people that something has is the number of things or people that it normally has, which enable it to function properly. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Each ship had a complement of around a dozen officers and 250 men...</FONT><BR> <B>5.</B> <FONT color='#800000'>[N-COUNT]</FONT><BR> In grammar, the <B>complement</B> of a link verb is an adjective group or noun group which comes after the verb and describes or identifies the subject. For example, in the sentence `They felt very tired', `very tired' is the complement. In `They were students', `students' is the complement.<BR>"
approachable,"
ap&middot;proach&middot;able<BR><FONT color='#800000'>[ADJ]</FONT> approval<BR> If you describe someone as <B>approachable</B>, you think that they are friendly and easy to talk to.<BR> ≠ <FONT color='#008080'><B>aloof, unapproachable</B></FONT><BR>"
versatile,"
ver&middot;sa&middot;tile<BR><B>1.</B> <FONT color='#800000'>[ADJ]</FONT> approval<BR> If you say that a person is <B>versatile</B>, you approve of them because they have many different skills.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He had been one of the game's most versatile athletes.</FONT><BR> <B>+</B> <B><DFN>versatility</DFN></B> ver&middot;sa&middot;til&middot;ity <FONT color='#800000'>[N-UNCOUNT]</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Aileen stands out for her incredible versatility as an actress.</FONT><BR> <B>2.</B> <FONT color='#800000'>[ADJ]</FONT><BR> A tool, machine, or material that is <B>versatile</B> can be used for many different purposes.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Never before has computing been so versatile.</FONT><BR> <B>+</B> <B><DFN>versatility</DFN></B> ver&middot;sa&middot;til&middot;ity <FONT color='#800000'>[N-UNCOUNT]</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Velvet is not known for its versatility.</FONT><BR>"
pursue,"
★<BR>pur&middot;sue pursues pursuing pursued<BR> <B>1.</B> <FONT color='#800000'>[VERB: V n, V n]</FONT><BR> If you <B>pursue</B> an activity, interest, or plan, you carry it out or follow it. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He said Japan would continue to pursue the policies laid down at the London summit...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; She had come to England to pursue an acting career.</FONT><BR> <B>2.</B> <FONT color='#800000'>[VERB: V n]</FONT><BR> If you <B>pursue</B> a particular aim or result, you make efforts to achieve it, often over a long period of time. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Mr. Menendez has aggressively pursued new business.</FONT><BR> <B>3.</B> <FONT color='#800000'>[VERB: V n]</FONT><BR> If you <B>pursue</B> a particular topic, you try to find out more about it by asking questions. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; If your original request is denied, don't be afraid to pursue the matter.</FONT><BR> = <FONT color='#008080'><B>follow up</B></FONT> ≠ <FONT color='#008080'><B>drop</B></FONT><BR> <B>4.</B> <FONT color='#800000'>[VERB: V n]</FONT><BR> If you <B>pursue</B> a person, vehicle, or animal, you follow them, usually in order to catch them. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; She pursued the man who had stolen a woman's bag.</FONT><BR>"
subsidize,"
sub&middot;si&middot;dize subsidizes subsidizing subsidized in BRIT, also use <B>subsidise</B><BR><FONT color='#800000'>[VERB: V n]</FONT><BR> If a government or other authority <B>subsidizes</B> something, they pay part of the cost of it.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; At the moment they are existing on pensions that are subsidised by the government.</FONT><BR> <B>+</B> <B><DFN>subsidized</DFN></B> sub&middot;si&middot;dized <FONT color='#800000'>[ADJ]</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...heavily subsidized prices for housing, bread, and meat.</FONT><BR> <B>+</B> <B><DFN>subsidizing</DFN></B> sub&middot;si&middot;diz&middot;ing <FONT color='#800000'>[N-UNCOUNT]</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...the subsidising of London's transport.</FONT><BR> <B>+</B> <B><DFN>subsidization</DFN></B> sub&middot;si&middot;di&middot;za&middot;tion <FONT color='#800000'>[N-UNCOUNT: usu N <I>of</I> n]</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...the federal government's subsidisation of poorer parts of the country.</FONT><BR>"
housewarming,"
house&middot;warm&middot;ing housewarmings<BR><FONT color='#800000'>[N-COUNT: oft N n]</FONT><BR> A <B>housewarming</B> is a party that you give for friends when you have just moved to a new house.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I'm so sorry I missed the housewarming.</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...a housewarming party.</FONT><BR>"
suggest,"
★★★<BR>sug&middot;gest suggests suggesting suggested<BR> <B>1.</B> <FONT color='#800000'>[VERB: V n, V that, V <I>to</I> n that, V wh, V with quote, V -ing]</FONT><BR> If you <B>suggest</B> something, you put forward a plan or idea for someone to think about.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; He suggested a link between class size and test results of seven-year-olds...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I suggest you ask him some specific questions about his past...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I suggested to Mike that we go out for a meal with his colleagues...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; No one has suggested how this might occur...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; `Could he be suffering from amnesia?' I suggested...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; So instead I suggested taking her out to dinner for a change.</FONT><BR> <B>2.</B> <FONT color='#800000'>[VERB: V n, V wh to-inf]</FONT><BR> If you <B>suggest</B> the name of a person or place, you recommend them to someone.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Could you suggest someone to advise me how to do this?...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; They can suggest where to buy one.</FONT><BR> <B>3.</B> <FONT color='#800000'>[VERB: V that, V that, V that]</FONT><BR> If you <B>suggest</B> <B>that</B> something is the case, you say something which you believe is the case.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I'm not suggesting that is what is happening...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; It is wrong to suggest that there are easy alternatives...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Their success is conditional, I suggest, on this restriction.</FONT><BR> <B>4.</B> <FONT color='#800000'>[VERB: V that, V n]</FONT><BR> If one thing <B>suggests</B> another, it implies it or makes you think that it might be the case.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Earlier reports suggested that a meeting would take place on Sunday...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Its hairy body suggests a mammal.</FONT><BR> <B>5.</B> <FONT color='#800000'>[VERB: V n]</FONT><BR> If one thing <B>suggests</B> another, it brings it to your mind through an association of ideas.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; This onomatopoeic word suggests to me the sound a mousetrap makes when it snaps shut.</FONT><BR>"
advise,"
★<BR>ad&middot;vise advises advising advised<BR> <B>1.</B> <FONT color='#800000'>[VERB: V n to-inf, V n wh, V <I>against</I> n, V that, also V with quote]</FONT><BR> If you <B>advise</B> someone <B>to</B> do something, you tell them what you think they should do.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; The minister advised him to leave as soon as possible...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Herbert would surely advise her how to approach the bank...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I would strongly advise against it...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Doctors advised that he should be transferred to a private room.</FONT><BR> <B>2.</B> <FONT color='#800000'>[VERB: V n <I>on</I> n, V <I>on</I> n]</FONT><BR> If an expert <B>advises</B> people <B>on</B> a particular subject, he or she gives them help and information on that subject.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...an officer who advises undergraduates on money matters...</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; A family doctor will be able to advise on suitable birth control.</FONT><BR> <B>3.</B> <FONT color='#800000'>[VERB: V n <I>of</I> n]</FONT><BR> If you <B>advise</B> someone <B>of</B> a fact or situation, you tell them the fact or explain what the situation is. <FONT color='#000080'>(FORMAL)</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; I think it best that I advise you of my decision to retire.</FONT><BR> = <FONT color='#008080'><B>inform, apprise</B></FONT><BR> <I>see also</I> <B>ill-advised</B>, <B>well advised</B><BR>"
attendant,"
at&middot;tend&middot;ant attendants<BR><B>1.</B> <FONT color='#800000'>[N-COUNT: usu n N]</FONT><BR> An <B>attendant</B> is someone whose job is to serve or help people in a place such as a petrol station, a car park, or a cloakroom.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Tony Williams was working as a car-park attendant in Los Angeles.</FONT><BR> <B>2.</B> <FONT color='#800000'>[ADJ: ADJ n, v-link ADJ <I>on/upon</I> n]</FONT><BR> You use <B>attendant</B> to describe something that results from a thing already mentioned or that is connected with it.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Mr Branson's victory, and all the attendant publicity, were well deserved.</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...the risks attendant on the exploration of the unknown.</FONT><BR> = <FONT color='#008080'><B>resulting</B></FONT><BR>"
debut,"
★<BR>de&middot;but debuts<BR> <FONT color='#800000'>[N-COUNT: oft with poss]</FONT><BR> The <B>debut</B> of a performer or sports player is their first public performance, appearance, or recording.<BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; Dundee United's Dave Bowman makes his international debut.</FONT><BR> <FONT color='#008000'>&nbsp;&nbsp;&nbsp; ...her debut album `Sugar Time'.</FONT><BR>"
