appliance,"
ap·pli·ance<br>/   əˈplaɪəns; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font><br>a machine that is designed to do a particular thing in the home, such as preparing food, heating or cleaning:<br><b>electrical / household appliances</b><br><img src=""8CB0DC57.png""><font color=""#004080""><i>They sell a wide range of <b>domestic appliances</b>---washing machines, dishwashers and so on. </i></font><br>"
leaflet,"
leaf·let<br>/   ˈliːflət; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font>, <font color=""blue""><i>verb</i></font><br><font color=""blue"">￮ <i>noun</i></font><br>a printed sheet of paper or a few printed pages that are given free to advertise or give information about sth<br><font color=""#47A1EA""><b> SYN </b></font> booklet, pamphlet:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a leaflet on local places of interest </i></font><br><font color=""blue"">￮ <i>verb</i></font><br>to give out leaflets to people:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>[v] We did a lot of leafleting in the area.  [also vn]</i></font><br>"
venue,"
venue /ˈvenjuː/<br> <font color=""blue""><i>noun</i></font><br>a place where people meet for an organized event, for example a concert, sporting event or conference:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The band will be playing at 20 different venues on their UK tour.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Please note the change of venue for this event. </i></font><br>￫ note at place<br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>venue<br> late 16th cent. (denoting a thrust or bout in fencing): from Old French, literally a coming, feminine past participle of venir come from Latin venire.<br>"
sawing,"
saw<br>/   sɔː; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font>, <font color=""blue""><i>verb</i></font>---see also see verb<br><font color=""blue"">￮ <i>noun</i></font><br><img src=""9DB12AFC.bmp""> (often in compounds) a tool that has a long blade with sharp points (called teeth) along one of its edges. A saw is moved backwards and forwards by hand or driven by electricity and is used for cutting wood or metal.<br>---see also chainsaw, <a href=""bword://circular saw"">circular saw</a>, fretsaw, hacksaw, handsaw, jigsaw<br><img src=""7E3D5398.bmp""> (old-fashioned) a short phrase or sentence that states a general truth about life or gives advice<br><font color=""blue"">￮ <i>verb</i></font> (sawed, sawn /   sɔːn; <i>NAmE </i>   /) (<i>NAmE</i> also sawed, sawed)<br><img src=""9DB12AFC.bmp""> to use a saw to cut sth:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>[v] The workmen sawed and hammered all day.</i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>He accidentally sawed through a cable.</i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>[vn] She sawed the plank in half. </i></font><br><img src=""7E3D5398.bmp""> <b>saw (away) (at sth)</b> to move sth backwards and forwards on sth as if using a saw:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>[v] She sawed away at her violin.</i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>He was sawing energetically at a loaf of bread.  [also vn] </i></font><br>[<b> PHRASAL VERBS </b>]<br><b>ˌsaw sth↔ˈdown</b><br>to cut sth and bring it to the ground using a saw:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The tree had to be sawn down. </i></font><br><b>ˌsaw sth↔ˈoff</b> | <b>ˌsaw sth ˈoff sth</b><br>to remove sth by cutting it with a saw:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>We sawed the dead branches off the tree. </i></font><br><b>ˌsaw sth↔ˈup (into sth)</b><br>to cut sth into pieces with a saw:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>We sawed the wood up into logs. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>saw<br>noun sense 1 and verb Old English saga, of Germanic origin; related to Dutch zaag.noun sense 2Old English sagu a saying, speech, of Germanic origin; related to German Sage, also to say and saga.<br>"
weighing,"
weigh<br>/   weɪ; <i>NAmE </i>   /<br> <font color=""blue""><i>verb</i></font><br><img src=""9DB12AFC.bmp""> <i>linking verb</i> to have a particular weight:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>[v] How much do you weigh (= how heavy are you)?</i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>[v-n] She weighs 60 kilos.</i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>These cases <b>weigh a ton</b> (= are very heavy). </i></font><br><img src=""7E3D5398.bmp""> [vn] to measure how heavy sb/sth is, usually by using scales:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>He weighed himself on the bathroom scales.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>She weighed the stone in her hand (= estimated how heavy it was by holding it). </i></font><br><img src=""549ED5A0.bmp""> [vn] <b>weigh sth (up)</b> | <b>weigh (up) sth (against sth)</b> to consider sth carefully before making a decision:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>You must weigh up the pros and cons (= consider the advantages and disadvantages of sth).  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>I weighed the benefits of the plan against the risks involved.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>She weighed up all the evidence. </i></font><br><img src=""89689BCF.bmp""> [v] <b>weigh (with sb) (against sb/sth)</b> to have an influence on sb's opinion or the result of sth:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>His past record <b>weighs heavily</b> against him. </i></font><br><img src=""0E558F21.bmp""> [vn] weigh anchor to lift an anchor out of the water and into a boat before sailing away<br>[<font color=""#47A1EA""><b> IDIOMS </b></font>]<br><b>weigh your ˈwords</b><br>to choose your words carefully so that you say exactly what you mean<br>[<b> PHRASAL VERBS </b>]<br><b>ˌweigh sb↔ˈdown</b><br>to make sb feel worried or anxious<br><font color=""#47A1EA""><b> SYN </b></font> burden:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The responsibilities of the job are weighing her down.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>He is weighed down with guilt. </i></font><br><b>ˌweigh sb/sth↔ˈdown</b><br>to make sb/sth heavier so that they are not able to move easily:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>I was weighed down with baggage. </i></font><br><b>ˌweigh ˈin (at sth)</b><br>to have your weight measured, especially before a contest, race, etc.:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>Both boxers weighed in at several pounds below the limit. </i></font><br>---related noun <a href=""bword://weigh-in"">weigh-in</a><br><b>ˌweigh ˈin (with sth)</b><br>(<font color=""green"">informal</font>) to join in a discussion, an argument, an activity, etc. by saying sth important, persuading sb, or doing sth to help:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>We all weighed in with our suggestions.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Finally the government weighed in with financial aid. </i></font><br><b>ˈweigh on sb/sth</b><br>to make sb anxious or worried:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The responsibilities <b>weigh heavily</b> on him.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Something was weighing on her mind. </i></font><br><b>ˌweigh sth↔ˈout</b><br>to measure an amount of sth by weight:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>She weighed out a kilo of flour. </i></font><br><b>ˌweigh sb↔ˈup</b><br>to form an opinion of sb by watching or talking to them<br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>weigh<br> Old English wegan, of Germanic origin; related to Dutch wegen weigh, German bewegen move, from an Indo-European root shared by Latin vehere convey. Early senses included transport from one place to another and raise up.<br>"
custodian,"
cus·to·dian<br>/   kʌˈstəʊdiən; <i>NAmE </i>   -ˈstoʊ-/<br> <font color=""blue""><i>noun</i></font><br><img src=""9DB12AFC.bmp""> a person who takes responsibility for taking care of or protecting sth:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>the museum's custodians  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>a self-appointed custodian of public morals </i></font><br><img src=""7E3D5398.bmp""> (<i>NAmE</i>) = caretaker<br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>custodian<br> late 18th cent.: from custody, on the pattern of guardian.<br>"
curb,"
curb<br>/   kɜːb; <i>NAmE </i>   kɜːrb/<br> <font color=""blue""><i>verb</i></font>, <font color=""blue""><i>noun</i></font><br><font color=""blue"">￮ <i>verb</i></font><br>[vn] to control or limit sth, especially sth bad<br><font color=""#47A1EA""><b> SYN </b></font> check:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>He needs to learn to curb his temper.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>A range of policies have been introduced aimed at curbing inflation. </i></font><br><font color=""blue"">￮ <i>noun</i></font><br><img src=""9DB12AFC.bmp""> <b>curb (on sth)</b> something that controls and puts limits on sth:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>curbs on government spending </i></font><br><img src=""7E3D5398.bmp""> (<i>NAmE</i>) = kerb<br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>curb<br> late 15th cent. (denoting a strap fastened to the bit): from Old French courber bend, bow, from Latin curvare to bend, from curvus bent.<br>"
orientation,"
orien·ta·tion<br>/   ˌɔːriənˈteɪʃn; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font><br><img src=""9DB12AFC.bmp""> [U, C] <b>orientation (to / towards sth)</b> the type of aims or interests that a person or an organization has; the act of directing your aims towards a particular thing:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The course is essentially theoretical in orientation.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Companies have been forced into a greater orientation to the market. </i></font><br><img src=""7E3D5398.bmp""> [U, C] a person's basic beliefs or feelings about a particular subject:<br><b>religious / political orientation</b><br><img src=""8CB0DC57.png""><font color=""#004080""><i>a person's <b>sexual orientation</b> (= whether they are attracted to men, women or both) </i></font><br><img src=""549ED5A0.bmp""> [U] training or information that you are given before starting a new job, course, etc.:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>an orientation course </i></font><br><img src=""89689BCF.bmp""> [C] (<font color=""green"">technical</font>) the direction in which an object faces:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The orientation of the planet's orbit is changing continuously. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>orientation<br> mid 19th cent.: apparently from orient.<br>"
nevertheless,"
never·the·less<br>/   ˌnevəðəˈles; <i>NAmE </i>   -vərðə-/<br><font color=""blue""><i>adverb</i></font><br>despite sth that you have just mentioned<br><font color=""#47A1EA""><b> SYN </b></font> nonetheless:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>There is little chance that we will succeed in changing the law. Nevertheless, it is important that we try.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Our defeat was expected but it is disappointing nevertheless. </i></font><br>"
encroach,"
en·croach<br>/   ɪnˈkrəʊtʃ; <i>NAmE </i>   ɪnˈkroʊtʃ/<br> <font color=""blue""><i>verb</i></font> [v] <b>encroach (on / upon sth)</b> (<font color=""green"">formal</font>)<br><img src=""9DB12AFC.bmp""> (<font color=""green"">disapproving</font>) to begin to affect or use up too much of sb's time, rights, personal life, etc.:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>I won't encroach on your time any longer.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>He never allows work to encroach upon his family life. </i></font><br><img src=""7E3D5398.bmp""> to slowly begin to cover more and more of an area:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The growing town soon encroached on the surrounding countryside.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>the encroaching tide (= that is coming in) </i></font><br><font color=""#CC3300"">□en·croach·ment</font> <font color=""blue""><i>noun</i></font> [U, C] <b>encroachment (on / upon sth)</b>:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>the regime's many encroachments on human rights </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>encroach<br> late Middle English (in the sense obtain unlawfully, seize; formerly also as incroach): from Old French encrochier seize, fasten upon, from en- in, on + crochier (from croc hook, from Old Norse krókr).<br>"
complication,"
com·pli·ca·tion<br>/   ˌkɒmplɪˈkeɪʃn; <i>NAmE </i>   ˌkɑːm-/<br> <font color=""blue""><i>noun</i></font><br><img src=""9DB12AFC.bmp""> [C, U] a thing that makes a situation more complicated or difficult:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The bad weather added a further complication to our journey. </i></font><br><img src=""7E3D5398.bmp""> [C, usually pl.] (<font color=""green"">medical</font>) a new problem or illness that makes treatment of a previous one more complicated or difficult:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>She developed complications after the surgery. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>complication<br> late Middle English: from late Latin complicatio(n-), from Latin complicare fold together, from com- together + plicare to fold.<br>"
aspiring,"
as·pir·ing<br>/   əˈspaɪərɪŋ; <i>NAmE </i>   / (also less frequent as·pir·ant) <font color=""blue""><i>adjective</i></font> [only before noun]<br><img src=""9DB12AFC.bmp""> wanting to start the career or activity that is mentioned:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>Aspiring musicians need hours of practice every day. </i></font><br><img src=""7E3D5398.bmp""> wanting to be successful in life:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>He came from an aspiring working-class background. </i></font><br>"
lucrative,"
lu·cra·tive<br>/   ˈluːkrətɪv; <i>NAmE </i>   /<br> <font color=""blue""><i>adjective</i></font><br>producing a large amount of money; making a large profit:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a <b>lucrative business / contract / market</b> </i></font><br>￫ note at successful<br><font color=""#CC3300"">□lu·cra·tive·ly</font> <font color=""blue""><i>adverb</i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>lucrative<br> late Middle English: from Latin lucrativus, from lucrat- gained, from the verb lucrari, from lucrum.<br>"
patio,"
patio<br>/   ˈpætiəʊ; <i>NAmE </i>   -oʊ/<br> <font color=""blue""><i>noun</i></font><br>(pl. -os) a flat hard area outside, and usually behind, a house where people can sit:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>Let's have lunch out <b>on the patio</b>. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>patio<br> early 19th cent.: from Spanish, denoting an inner courtyard.<br>"
stool,"
stool<br>/   stuːl; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font><br><img src=""97A91326.jpg""><br><img src=""9DB12AFC.bmp""> (often in compounds) a seat with legs but with nothing to support your back or arms:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a bar stool  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>a piano stool </i></font><br>---picture at bar, <a href=""bword://grand piano"">grand piano</a><br><img src=""7E3D5398.bmp""> (<font color=""green"">medical</font>) a piece of solid waste from your body<br>[<font color=""#47A1EA""><b> IDIOMS </b></font>]<br> see two<br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>stool<br> Old English, of Germanic origin; related to Dutch stoel, German Stuhl, also to stand.<br>"
luncheon,"
lunch·eon<br>/   ˈlʌntʃən; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font><br>[C, U] a formal lunch or a formal word for lunch:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a charity luncheon  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Luncheon will be served at one, Madam. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>luncheon<br> late 16th cent. (in the sense thick piece, hunk): possibly an extension of obsolete lunch thick piece, hunk, from Spanish lonja slice.<br>"
swimsuit,"
swim·suit<br>/   ˈswɪmsuːt; <i>NAmE </i>   ; <i>BrE</i> also    -sjuːt; <i>NAmE </i>/<br> <font color=""blue""><i>noun</i></font><br>= <a href=""bword://swimming costume"">swimming costume</a><br>"
faculty,"
fac·ulty<br>/   ˈfæklti; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font> (pl. -ies)<br><img src=""9DB12AFC.bmp""> [C, usually pl.] any of the physical or mental abilities that a person is born with:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>the faculty of sight  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>She retained her mental faculties (= the ability to think and understand) until the day she died.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>to be <b>in full possession of your faculties</b> (= be able to speak, hear, see, understand, etc.) </i></font><br><img src=""7E3D5398.bmp""> [sing.] <b>faculty of / for (<font color=""green"">doing</font>) sth</b> (<font color=""green"">formal</font>) a particular ability for doing sth:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>the faculty of understanding complex issues  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>He had a faculty for seeing his own mistakes. </i></font><br><img src=""549ED5A0.bmp""> [C] a department or group of related departments in a college or university:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>the Faculty of Law  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>the Arts Faculty </i></font><br><img src=""89689BCF.bmp""> [C+sing./pl. v.] all the teachers in a faculty of a college or university:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>the Law School faculty  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>a faculty meeting  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>faculty members </i></font><br><img src=""0E558F21.bmp""> [C, U] (often the faculty) (<i>NAmE</i>) all the teachers of a particular university or college:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>faculty members </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>faculty<br> late Middle English: from Old French faculte, from Latin facultas, from facilis easy, from facere make, do.<br>"
avenue,"
av·enue<br>/   ˈævənjuː; <i>NAmE </i>   -nuː/<br> <font color=""blue""><i>noun</i></font><br><img src=""9DB12AFC.bmp""> (abbr. Ave., Av.) a street in a town or city:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a hotel on Fifth Avenue </i></font><br><img src=""7E3D5398.bmp""> (<i>BrE</i>) a wide straight road with trees on both sides, especially one leading to a big house<br><img src=""549ED5A0.bmp""> a choice or way of making progress towards sth:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>Several avenues are open to us.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>We will explore every avenue until we find an answer. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>avenue<br> early 17th cent. (in sense 3): from French, feminine past participle of avenir arrive, approach, from Latin advenire, from ad- towards + venire come.<br>"
collision,"
col·li·sion<br>/   kəˈlɪʒn; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font> [C, U] <b>collision (with sb/sth)</b> | <b>collision (between / of A and B)</b><br><img src=""9DB12AFC.bmp""> an accident in which two vehicles or people crash into each other:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a collision between two trains</i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Stewart was injured in a collision with another player.</i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>a <b>head-on collision</b> (= between two vehicles that are moving towards each other)  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>a mid-air collision (= between two aircraft while they are flying)  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>His car was <b>in collision with</b> a motorbike. </i></font><br><img src=""7E3D5398.bmp""> (<font color=""green"">formal</font>) a strong disagreement between two people or between opposing ideas, opinions, etc.; the meeting of two things that are very different:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a collision between two opposing points of view  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>In his work we see the collision of two different traditions. </i></font><br>[<font color=""#47A1EA""><b> IDIOMS </b></font>]<br><b>be on a colˈlision course (with sb/sth)</b><br><img src=""9DB12AFC.bmp""> to be in a situation which is almost certain to cause a disagreement or argument:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>I was on a collision course with my boss over the sales figures. </i></font><br><img src=""7E3D5398.bmp""> to be moving in a direction in which it is likely that you will crash into sb/sth:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>A giant iceberg was on a collision course with the ship. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>collision<br> late Middle English: from late Latin collisio(n-), from Latin collidere strike together, from col- together + laedere to strike.<br>"
aspiring,"
as·pir·ing<br>/   əˈspaɪərɪŋ; <i>NAmE </i>   / (also less frequent as·pir·ant) <font color=""blue""><i>adjective</i></font> [only before noun]<br><img src=""9DB12AFC.bmp""> wanting to start the career or activity that is mentioned:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>Aspiring musicians need hours of practice every day. </i></font><br><img src=""7E3D5398.bmp""> wanting to be successful in life:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>He came from an aspiring working-class background. </i></font><br>"
bedding,"
bed·ding<br>/   ˈbedɪŋ; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font> [U]<br><img src=""9DB12AFC.bmp""> the sheets and covers that you put on a bed, often also the mattress and the pillows<br><img src=""7E3D5398.bmp""> straw, etc. for animals to sleep on<br>"
receipt,"
re·ceipt<br>/   rɪˈsiːt; <i>NAmE </i>   /<br> <font color=""blue""><i>noun</i></font><br><img src=""9DB12AFC.bmp""> (<i>NAmE</i> also ˈsales slip) [C] <b>receipt (for sth)</b> a piece of paper that shows that goods or services have been paid for:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>Can I have a receipt, please?  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>to make out (= write) a receipt </i></font><br><img src=""7E3D5398.bmp""> [U] <b>receipt (of sth)</b> (<font color=""green"">formal</font>) the act of receiving sth:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>to acknowledge receipt of a letter  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>The goods will be dispatched <b>on receipt of</b> an order form.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Are you <b>in receipt of</b> any state benefits? </i></font><br><img src=""549ED5A0.bmp""> receipts [pl.] (<font color=""green"">business</font>) money that a business, bank or government receives:<br><b>net / gross receipts</b><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>receipt<br> late Middle English: from Anglo-Norman French receite, from medieval Latin recepta received, feminine past participle of Latin recipere. The -p- was inserted in imitation of the Latin spelling.<br>"
refund,"
re·fund <font color=""blue""><i>noun</i></font>, <font color=""blue""><i>verb</i></font><br><font color=""blue"">￮ <i>noun</i></font><br>/   ˈriːfʌnd; <i>NAmE </i>   / a sum of money that is paid back to you, especially because you paid too much or because you returned goods to a shop / store:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a tax refund  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>to <b>claim / demand / receive a refund</b>  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>If there is a delay of 12 hours or more, you will receive a <b>full refund</b> of the price of your trip. </i></font><br><font color=""blue"">￮ <i>verb</i></font><br>/   rɪˈfʌnd; <i>NAmE </i>/ <b>refund sth (to sb)</b> | <b>refund sb sth</b> to give sb their money back, especially because they have paid too much or because they are not satisfied with sth they bought<br><font color=""#47A1EA""><b> SYN </b></font> reimburse: [vn] <i>Tickets cannot be exchanged or money refunded.</i><br><img src=""8CB0DC57.png""><font color=""#004080""><i>[vn, vnn] We will refund your money to you in full if you are not entirely satisfied.</i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>We will refund you your money in full.  </i></font><br><font color=""#CC3300"">□re·fund·able</font> <font color=""blue""><i>adjective</i></font>:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>a refundable deposit  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>Tickets are not refundable. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>refund<br> late Middle English (in the senses pour back and restore): from Old French refonder or Latin refundere, from re- back + fundere pour, later associated with the verb fund. The noun dates from the mid 19th cent.<br>"
complement,"
com·ple·ment <font color=""blue""><i>verb</i></font>, <font color=""blue""><i>noun</i></font><br><font color=""blue"">￮ <i>verb</i></font><br>/   ˈkɒmplɪment; <i>NAmE </i>   ˈkɑːm-/ [vn] to add to sth in a way that improves it or makes it more attractive:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The excellent menu is complemented by a good wine list.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>The team needs players who <b>complement each other</b>. </i></font><br>￫ note at compliment<br><font color=""blue"">￮ <i>noun</i></font> /ˈkɒmplɪmənt; <i>NAmE </i>ˈkɑːm-/<br><img src=""9DB12AFC.bmp""> <b>complement (to sth)</b> a thing that adds new qualities to sth in a way that improves it or makes it more attractive<br><img src=""7E3D5398.bmp""> the complete number or quantity needed or allowed:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>We've taken our full complement of trainees this year. </i></font><br><img src=""549ED5A0.bmp""> (<font color=""green"">grammar</font>) a word or phrase, especially an adjective or a noun, that is used after linking verbs such as be and become, and describes the subject of the verb. In some descriptions of grammar it is used to refer to any word or phrase which is governed by a verb and usually comes after the verb in a sentence:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>In the sentences ‘I'm angry' and ‘He became a politician', ‘angry' and ‘politician' are complements. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>complement<br> late Middle English (in the sense completion): from Latin complementum, from complere fill up, from com- (expressing intensive force) + plere fill. Compare with compliment.<br>"
approachable,"
ap·proach·able<br>/   əˈprəʊtʃəbl; <i>NAmE </i>   əˈproʊtʃ-/<br> <font color=""blue""><i>adjective</i></font><br><img src=""9DB12AFC.bmp""> friendly and easy to talk to; easy to understand:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>Despite being a big star, she's very approachable.  </i></font><br><img src=""8CB0DC57.png""><font color=""#004080""><i>an approachable piece of music </i></font><br> <b> OPP </b> unapproachable<br><img src=""7E3D5398.bmp""> [not before noun] that can be reached by a particular route or from a particular direction:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>The summit was approachable only from the south. </i></font><br>"
versatile,"
ver·sa·tile<br>/   ˈvɜːsətaɪl; <i>NAmE </i>   ˈvɜːrsətl/<br> <font color=""blue""><i>adjective</i></font> (<font color=""green"">approving</font>)<br><img src=""9DB12AFC.bmp""> (of a person) able to do many different things:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>He's a versatile actor who has played a wide variety of parts. </i></font><br><img src=""7E3D5398.bmp""> (of food, a building, etc.) having many different uses:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>Eggs are easy to cook and are an extremely versatile food. </i></font><br><font color=""#CC3300"">□ver·sa·til·ity</font><br>/   ˌvɜːsəˈtɪləti; <i>NAmE </i>   ˌvɜːrs-/<br> <font color=""blue""><i>noun</i></font> [U]:<br><img src=""8CB0DC57.png""><font color=""#004080""><i>She is a designer of extraordinary versatility. </i></font><br><font color=""#F14B35""><b>WORD ORIGIN</b></font><br>versatile<br> early 17th cent. (in the sense inconstant, fluctuating): from French, or from Latin versatilis, from versat- turned about, revolved, from the verb versare, frequentative of vertere to turn.<br>"
